"CardCode","Resultado","HttpCode","Mensaje"
"C86074296","OK","204","Actualizado"
"C86088950","OK","204","Actualizado"
"C46354501","OK","204","Actualizado"
"C1121880295","OK","204","Actualizado"
"C4547898","OK","204","Actualizado"
"C74377113","OK","204","Actualizado"
"C80229366","OK","204","Actualizado"
"C52397670","OK","204","Actualizado"
"C51697252","OK","204","Actualizado"
"C14223550","OK","204","Actualizado"
"C79694083","OK","204","Actualizado"
"C1121890455","OK","204","Actualizado"
"C52544233","OK","204","Actualizado"
"C7721080","OK","204","Actualizado"
"C91281805","OK","204","Actualizado"
"C20441278","OK","204","Actualizado"
"C1121904795","OK","204","Actualizado"
"C1121906835","OK","204","Actualizado"
"C80074637","OK","204","Actualizado"
"C1120363773","OK","204","Actualizado"
"C1121909589","OK","204","Actualizado"
"C1121912338","OK","204","Actualizado"
"C1121915378","OK","204","Actualizado"
"C1085269982","OK","204","Actualizado"
"C1233901683","OK","204","Actualizado"
"C79457236","OK","204","Actualizado"
"C1124828705","OK","204","Actualizado"
"C40429187","OK","204","Actualizado"
"C1053805694","OK","204","Actualizado"
"C80188244","OK","204","Actualizado"
"C1069730476","OK","204","Actualizado"
"C74337019","OK","204","Actualizado"
"C1122116711","OK","204","Actualizado"
"C86053300","OK","204","Actualizado"
"C1030565172","OK","204","Actualizado"
"C1006700028","OK","204","Actualizado"
"C79061743","OK","204","Actualizado"
"C1097638790","OK","204","Actualizado"
"C86042483","OK","204","Actualizado"
"C1121917968","OK","204","Actualizado"
"C1122238330","OK","204","Actualizado"
"C1014245577","OK","204","Actualizado"
"C13852855","OK","204","Actualizado"
"C1015466620","OK","204","Actualizado"
"C1121929384","OK","204","Actualizado"
"C1121964166","OK","204","Actualizado"
"C1094280010","OK","204","Actualizado"
"C17325542","OK","204","Actualizado"
"C1121822740","OK","204","Actualizado"
"C79356994","OK","204","Actualizado"
"C1120576363","OK","204","Actualizado"
"C55152156","OK","204","Actualizado"
"C7062235","OK","204","Actualizado"
"C1122124316","OK","204","Actualizado"
"C86065276","OK","204","Actualizado"
"C1120498954","OK","204","Actualizado"
"C1053780600","OK","204","Actualizado"
"C1096952081","OK","204","Actualizado"
"C1120578551","OK","204","Actualizado"
"C1121920213","OK","204","Actualizado"
"C20750180","OK","204","Actualizado"
"C1121821752","OK","204","Actualizado"
"C79433624","OK","204","Actualizado"
"C98676971","OK","204","Actualizado"
"C24190887","OK","204","Actualizado"
"C1037591871","OK","204","Actualizado"
"C1121844629","OK","204","Actualizado"
"C10294210","OK","204","Actualizado"
"C1123086110","OK","204","Actualizado"
"C1013594992","OK","204","Actualizado"
"C1018512384","OK","204","Actualizado"
"C1088310124","OK","204","Actualizado"
"C1120353087","OK","204","Actualizado"
"C30080679","OK","204","Actualizado"
"C17324387","OK","204","Actualizado"
"C1123809792","OK","204","Actualizado"
"C21233370","OK","204","Actualizado"
"C1047491985","OK","204","Actualizado"
"C1121919271","OK","204","Actualizado"
"C1073518504","OK","204","Actualizado"
"C1081405878","OK","204","Actualizado"
"C74183809","OK","204","Actualizado"
"C1118531169","OK","204","Actualizado"
"C40326570","OK","204","Actualizado"
"C46351602","OK","204","Actualizado"
"C52849200","OK","204","Actualizado"
"C1023945298","OK","204","Actualizado"
"C52148190","OK","204","Actualizado"
"C1075248641","OK","204","Actualizado"
"C1121908358","OK","204","Actualizado"
"C1030592424","OK","204","Actualizado"
"C1121881583","OK","204","Actualizado"
"C33646727","OK","204","Actualizado"
"C40413385","OK","204","Actualizado"
"C52728166","OK","204","Actualizado"
"C11788616","OK","204","Actualizado"
"C1122648797","OK","204","Actualizado"
"C1007241860","OK","204","Actualizado"
"C86054910","OK","204","Actualizado"
"C52392956","OK","204","Actualizado"
"C86075456","OK","204","Actualizado"
"C12128252","OK","204","Actualizado"
"C52187557","OK","204","Actualizado"
"C1037600367","OK","204","Actualizado"
"C41212148","OK","204","Actualizado"
"C13806217","OK","204","Actualizado"
"C52534923","OK","204","Actualizado"
"C1121891320","OK","204","Actualizado"
"C1120562700","OK","204","Actualizado"
"C47439800","OK","204","Actualizado"
"C24230168","OK","204","Actualizado"
"C23741754","OK","204","Actualizado"
"C40392786","OK","204","Actualizado"
"C46664918","OK","204","Actualizado"
"C52221121","OK","204","Actualizado"
"C17349972","OK","204","Actualizado"
"C17070537","OK","204","Actualizado"
"C1121931235","OK","204","Actualizado"
"C1020400114","OK","204","Actualizado"
"C1118859882","OK","204","Actualizado"
"C71710076","OK","204","Actualizado"
"C79306716","OK","204","Actualizado"
"C41240678","OK","204","Actualizado"
"C17309720","OK","204","Actualizado"
"C1030570205","OK","204","Actualizado"
"C17303837","OK","204","Actualizado"
"C51717784","OK","204","Actualizado"
"C17313455","OK","204","Actualizado"
"C4484458","OK","204","Actualizado"
"C17315676","OK","204","Actualizado"
"C86050784","OK","204","Actualizado"
"C17320180","OK","204","Actualizado"
"C21224806","OK","204","Actualizado"
"C21228191","OK","204","Actualizado"
"C1120499934","OK","204","Actualizado"
"C17351991","OK","204","Actualizado"
"C66914216","OK","204","Actualizado"
"C17331103","OK","204","Actualizado"
"C80243580","OK","204","Actualizado"
"C17333568","OK","204","Actualizado"
"C79041655","OK","204","Actualizado"
"C17339732","OK","204","Actualizado"
"C17340489","OK","204","Actualizado"
"C40440423","OK","204","Actualizado"
"C1118196215","OK","204","Actualizado"
"C17344951","OK","204","Actualizado"
"C17346072","OK","204","Actualizado"
"C20514796","OK","204","Actualizado"
"C38229639","OK","204","Actualizado"
"C17356348","OK","204","Actualizado"
"C21230610","OK","204","Actualizado"
"C3237097","OK","204","Actualizado"
"C63454068","OK","204","Actualizado"
"C17419360","OK","204","Actualizado"
"C1121856116","OK","204","Actualizado"
"C17348825","OK","204","Actualizado"
"C40398786","OK","204","Actualizado"
"C28519423","OK","204","Actualizado"
"C901241599","OK","204","Actualizado"
"C901332485","OK","204","Actualizado"
"C844001357","OK","204","Actualizado"
"C901412762","OK","204","Actualizado"
"C24228146","OK","204","Actualizado"
"C1120562565","OK","204","Actualizado"
"C19272294","OK","204","Actualizado"
"C17313552","OK","204","Actualizado"
"C19413165","OK","204","Actualizado"
"C19413329","OK","204","Actualizado"
"C19468612","OK","204","Actualizado"
"C86043357","OK","204","Actualizado"
"C474267","OK","204","Actualizado"
"C1121850203","OK","204","Actualizado"
"C20440078","OK","204","Actualizado"
"C20550049","OK","204","Actualizado"
"C30054020","OK","204","Actualizado"
"C68288932","OK","204","Actualizado"
"C18235039","OK","204","Actualizado"
"C52498988","OK","204","Actualizado"
"C86076746","OK","204","Actualizado"
"C80495809","OK","204","Actualizado"
"C21179849","OK","204","Actualizado"
"C23741216","OK","204","Actualizado"
"C21180499","OK","204","Actualizado"
"C80920600","OK","204","Actualizado"
"C21181395","OK","204","Actualizado"
"C40189053","OK","204","Actualizado"
"C1073238616","OK","204","Actualizado"
"C41214293","OK","204","Actualizado"
"C1070952048","OK","204","Actualizado"
"C20659612","OK","204","Actualizado"
"C40362812","OK","204","Actualizado"
"C21218233","OK","204","Actualizado"
"C21218309","OK","204","Actualizado"
"C21245576","OK","204","Actualizado"
"C51866652","OK","204","Actualizado"
"C40439611","OK","204","Actualizado"
"C40410169","OK","204","Actualizado"
"C1121861631","OK","204","Actualizado"
"C86068490","OK","204","Actualizado"
"C86054488","OK","204","Actualizado"
"C21222923","OK","204","Actualizado"
"C21223639","OK","204","Actualizado"
"C80417687","OK","204","Actualizado"
"C21230331","OK","204","Actualizado"
"C21230362","OK","204","Actualizado"
"C35411638","OK","204","Actualizado"
"C9658313","OK","204","Actualizado"
"C1121823608","OK","204","Actualizado"
"C21233362","OK","204","Actualizado"
"C1118542529","OK","204","Actualizado"
"C21236775","OK","204","Actualizado"
"C21237449","OK","204","Actualizado"
"C40442955","OK","204","Actualizado"
"C21238652","OK","204","Actualizado"
"C21240636","OK","204","Actualizado"
"C40341038","OK","204","Actualizado"
"C1121849378","OK","204","Actualizado"
"C2225318","OK","204","Actualizado"
"C24226999","OK","204","Actualizado"
"C40395454","OK","204","Actualizado"
"C1121894238","OK","204","Actualizado"
"C41240187","OK","204","Actualizado"
"C1055916475","OK","204","Actualizado"
"C26838932","OK","204","Actualizado"
"C1022338812","OK","204","Actualizado"
"C1032423577","OK","204","Actualizado"
"C21931821","OK","204","Actualizado"
"C40405062","OK","204","Actualizado"
"C1088000607","OK","204","Actualizado"
"C40417664","OK","204","Actualizado"
"C1121905799","OK","204","Actualizado"
"C21176174","OK","204","Actualizado"
"C40316112","OK","204","Actualizado"
"C21242809","OK","204","Actualizado"
"C17324089","OK","204","Actualizado"
"C32744344","OK","204","Actualizado"
"C2919916","OK","204","Actualizado"
"C1018412730","OK","204","Actualizado"
"C79520184","OK","204","Actualizado"
"C2963498","OK","204","Actualizado"
"C19326127","OK","204","Actualizado"
"C21231193","OK","204","Actualizado"
"C17326850","OK","204","Actualizado"
"C1116614877","OK","204","Actualizado"
"C11202214","OK","204","Actualizado"
"C30004540","OK","204","Actualizado"
"C63253221","OK","204","Actualizado"
"C80426708","OK","204","Actualizado"
"C30966419","OK","204","Actualizado"
"C80424208","OK","204","Actualizado"
"C3099421","OK","204","Actualizado"
"C31016211","OK","204","Actualizado"
"C86073339","OK","204","Actualizado"
"C11312530","OK","204","Actualizado"
"C310965","OK","204","Actualizado"
"C3140574","OK","204","Actualizado"
"C3250994","OK","204","Actualizado"
"C11480154","OK","204","Actualizado"
"C1007890577","OK","204","Actualizado"
"C40373143","OK","204","Actualizado"
"C23556665","OK","204","Actualizado"
"C3293856","OK","204","Actualizado"
"C47437354","OK","204","Actualizado"
"C97611408","OK","204","Actualizado"
"C40330372","OK","204","Actualizado"
"C1031165822","OK","204","Actualizado"
"C40411834","OK","204","Actualizado"
"C40376248","OK","204","Actualizado"
"C35262723","OK","204","Actualizado"
"C35264276","OK","204","Actualizado"
"C52187394","OK","204","Actualizado"
"C40380760","OK","204","Actualizado"
"C1108206810","OK","204","Actualizado"
"C1026268944","OK","204","Actualizado"
"C41240981","OK","204","Actualizado"
"C36531775","OK","204","Actualizado"
"C37835606","OK","204","Actualizado"
"C37862114","OK","204","Actualizado"
"C35485490","OK","204","Actualizado"
"C38361934","OK","204","Actualizado"
"C40399436","OK","204","Actualizado"
"C39192533","OK","204","Actualizado"
"C39782571","OK","204","Actualizado"
"C47430963","OK","204","Actualizado"
"C28553780","OK","204","Actualizado"
"C21181213","OK","204","Actualizado"
"C47427255","OK","204","Actualizado"
"C11255750","OK","204","Actualizado"
"C51673519","OK","204","Actualizado"
"C23789717","OK","204","Actualizado"
"C39948591","OK","204","Actualizado"
"C52827243","OK","204","Actualizado"
"C15509003","OK","204","Actualizado"
"C40078326","OK","204","Actualizado"
"C23791129","OK","204","Actualizado"
"C40187466","OK","204","Actualizado"
"C40188349","OK","204","Actualizado"
"C40366099","OK","204","Actualizado"
"C1094906548","OK","204","Actualizado"
"C71798819","OK","204","Actualizado"
"C40390135","OK","204","Actualizado"
"C1121934635","OK","204","Actualizado"
"C17341210","OK","204","Actualizado"
"C16448031","OK","204","Actualizado"
"C40219073","OK","204","Actualizado"
"C40327627","OK","204","Actualizado"
"C79535779","OK","204","Actualizado"
"C41242171","OK","204","Actualizado"
"C40329503","OK","204","Actualizado"
"C15528459","OK","204","Actualizado"
"C40334748","OK","204","Actualizado"
"C1016048336","OK","204","Actualizado"
"C1143119135","OK","204","Actualizado"
"C86084080","OK","204","Actualizado"
"C21180656","OK","204","Actualizado"
"C1122237020","OK","204","Actualizado"
"C86052691","OK","204","Actualizado"
"C40369231","OK","204","Actualizado"
"C40369233","OK","204","Actualizado"
"C40369417","OK","204","Actualizado"
"C40416391","OK","204","Actualizado"
"C40372187","OK","204","Actualizado"
"C1121916852","OK","204","Actualizado"
"C40375287","OK","204","Actualizado"
"C1130658332","OK","204","Actualizado"
"C21175231","OK","204","Actualizado"
"C41213555","OK","204","Actualizado"
"C40377531","OK","204","Actualizado"
"C40377860","OK","204","Actualizado"
"C1053349694","OK","204","Actualizado"
"C1032356910","OK","204","Actualizado"
"C39746158","OK","204","Actualizado"
"C20429114","OK","204","Actualizado"
"C51580265","OK","204","Actualizado"
"C40379801","OK","204","Actualizado"
"C24312640","OK","204","Actualizado"
"C40385017","OK","204","Actualizado"
"C52802420","OK","204","Actualizado"
"C23466836","OK","204","Actualizado"
"C1107035296","OK","204","Actualizado"
"C40387046","OK","204","Actualizado"
"C40388419","OK","204","Actualizado"
"C6655914","OK","204","Actualizado"
"C9659647","OK","204","Actualizado"
"C86058513","OK","204","Actualizado"
"C40391247","OK","204","Actualizado"
"C1121907951","OK","204","Actualizado"
"C1031134223","OK","204","Actualizado"
"C23326861","OK","204","Actualizado"
"C40394365","OK","204","Actualizado"
"C39948963","OK","204","Actualizado"
"C40395293","OK","204","Actualizado"
"C18223297","OK","204","Actualizado"
"C86064649","OK","204","Actualizado"
"C40397935","OK","204","Actualizado"
"C41751153","OK","204","Actualizado"
"C40400423","OK","204","Actualizado"
"C1007244123","OK","204","Actualizado"
"C40440974","OK","204","Actualizado"
"C54253949","OK","204","Actualizado"
"C844004132","OK","204","Actualizado"
"C8282227","OK","204","Actualizado"
"C1096211070","OK","204","Actualizado"
"C1128403861","OK","204","Actualizado"
"C30082160","OK","204","Actualizado"
"C86063160","OK","204","Actualizado"
"C35262514","OK","204","Actualizado"
"C78711654","OK","204","Actualizado"
"C1105788407","OK","204","Actualizado"
"C52765145","OK","204","Actualizado"
"C1033366837","OK","204","Actualizado"
"C1007712117","OK","204","Actualizado"
"C1032476221","OK","204","Actualizado"
"C901411512","OK","204","Actualizado"
"C1118570105","OK","204","Actualizado"
"C1006446657","OK","204","Actualizado"
"C1116616532","OK","204","Actualizado"
"C21244573","OK","204","Actualizado"
"C5751077","OK","204","Actualizado"
"C80182222","OK","204","Actualizado"
"C1017216235","OK","204","Actualizado"
"C1122145079","OK","204","Actualizado"
"C1106893609","OK","204","Actualizado"
"C57171221","OK","204","Actualizado"
"C91161362","OK","204","Actualizado"
"C1134434699","OK","204","Actualizado"
"C1000492131","OK","204","Actualizado"
"C1033696610","OK","204","Actualizado"
"C1006945649","OK","204","Actualizado"
"C19620710","OK","204","Actualizado"
"C1067723796","OK","204","Actualizado"
"C40417283","OK","204","Actualizado"
"C80065292","OK","204","Actualizado"
"C1030628679","OK","204","Actualizado"
"C1018486746","OK","204","Actualizado"
"C1037607169","OK","204","Actualizado"
"C1073505169","OK","204","Actualizado"
"C1097723882","OK","204","Actualizado"
"C7317281","OK","204","Actualizado"
"C1098718535","OK","204","Actualizado"
"C1120866524","OK","204","Actualizado"
"C1024503913","OK","204","Actualizado"
"C1221965092","OK","204","Actualizado"
"C80145120","OK","204","Actualizado"
"C79908981","OK","204","Actualizado"
"C80240246","OK","204","Actualizado"
"C7254818","OK","204","Actualizado"
"C86049419","OK","204","Actualizado"
"C1121874619","OK","204","Actualizado"
"C12325061","OK","204","Actualizado"
"C52746256","OK","204","Actualizado"
"C1020435226","OK","204","Actualizado"
"C41212915","OK","204","Actualizado"
"C1118197979","OK","204","Actualizado"
"C13923805","OK","204","Actualizado"
"C40330625","OK","204","Actualizado"
"C1122649210","OK","204","Actualizado"
"C7170197","OK","204","Actualizado"
"C86039760","OK","204","Actualizado"
"C86014490","OK","204","Actualizado"
"C40436204","OK","204","Actualizado"
"C1121930346","OK","204","Actualizado"
"C40436701","OK","204","Actualizado"
"C35261357","OK","204","Actualizado"
"C1075628160","OK","204","Actualizado"
"C1193592579","OK","204","Actualizado"
"C1017183099","OK","204","Actualizado"
"C1004274411","OK","204","Actualizado"
"C1193520162","OK","204","Actualizado"
"C1000335621","OK","204","Actualizado"
"C1108932402","OK","204","Actualizado"
"C1121876679","OK","204","Actualizado"
"C1084726189","OK","204","Actualizado"
"C1116667376","OK","204","Actualizado"
"C37863225","OK","204","Actualizado"
"C43220524","OK","204","Actualizado"
"C1052415941","OK","204","Actualizado"
"C86070191","OK","204","Actualizado"
"C1121909488","OK","204","Actualizado"
"C46366754","OK","204","Actualizado"
"C13747499","OK","204","Actualizado"
"C86052202","OK","204","Actualizado"
"C40442627","OK","204","Actualizado"
"C1119886618","OK","204","Actualizado"
"C53135261","OK","204","Actualizado"
"C1006557799","OK","204","Actualizado"
"C1013586117","OK","204","Actualizado"
"C86014096","OK","204","Actualizado"
"C1108932006","OK","204","Actualizado"
"C1095915487","OK","204","Actualizado"
"C1022446164","OK","204","Actualizado"
"C1192780095","OK","204","Actualizado"
"C33378079","OK","204","Actualizado"
"C1006776367","OK","204","Actualizado"
"C1106742004","OK","204","Actualizado"
"C1121937215","OK","204","Actualizado"
"C1120561464","OK","204","Actualizado"
"C40330703","OK","204","Actualizado"
"C9499111","OK","204","Actualizado"
"C1121860249","OK","204","Actualizado"
"C1002394088","OK","204","Actualizado"
"C17337185","OK","204","Actualizado"
"C1049626809","OK","204","Actualizado"
"C34564842","OK","204","Actualizado"
"C1000694916","OK","204","Actualizado"
"C1026277579","OK","204","Actualizado"
"C1016063155","OK","204","Actualizado"
"C1118167849","OK","204","Actualizado"
"C40445822","OK","204","Actualizado"
"C86073904","OK","204","Actualizado"
"C40448779","OK","204","Actualizado"
"C40513015","OK","204","Actualizado"
"C40763763","OK","204","Actualizado"
"C59834142","OK","204","Actualizado"
"C1116612028","OK","204","Actualizado"
"C1121927808","OK","204","Actualizado"
"C1019104316","OK","204","Actualizado"
"C1123434174","OK","204","Actualizado"
"C18223434","OK","204","Actualizado"
"C1026563974","OK","204","Actualizado"
"C1120571230","OK","204","Actualizado"
"C1005424960","OK","204","Actualizado"
"C39621925","OK","204","Actualizado"
"C1121967306","OK","204","Actualizado"
"C1083051295","OK","204","Actualizado"
"C1007449016","OK","204","Actualizado"
"C41300394","OK","204","Actualizado"
"C1006820069","OK","204","Actualizado"
"C1072664470","OK","204","Actualizado"
"C1094931545","OK","204","Actualizado"
"C1082409121","OK","204","Actualizado"
"C1056029738","OK","204","Actualizado"
"C1006553160","OK","204","Actualizado"
"C1044433313","OK","204","Actualizado"
"C40421892","OK","204","Actualizado"
"C1121844104","OK","204","Actualizado"
"C51708304","OK","204","Actualizado"
"C41380731","OK","204","Actualizado"
"C41477380","OK","204","Actualizado"
"C41481200","OK","204","Actualizado"
"C41604371","OK","204","Actualizado"
"C74181473","OK","204","Actualizado"
"C1085110493","OK","204","Actualizado"
"C1118575266","OK","204","Actualizado"
"C1092913484","OK","204","Actualizado"
"C17337146","OK","204","Actualizado"
"C1121857131","OK","204","Actualizado"
"C17123070","OK","204","Actualizado"
"C42547403","OK","204","Actualizado"
"C17268371","OK","204","Actualizado"
"C80201500","OK","204","Actualizado"
"C32743131","OK","204","Actualizado"
"C2189511","OK","204","Actualizado"
"C31418673","OK","204","Actualizado"
"C41211814","OK","204","Actualizado"
"C17418714","OK","204","Actualizado"
"C7319453","OK","204","Actualizado"
"C86069602","OK","204","Actualizado"
"C1076651568","OK","204","Actualizado"
"C1030544427","OK","204","Actualizado"
"C10138456","OK","204","Actualizado"
"C79649953","OK","204","Actualizado"
"C79369774","OK","204","Actualizado"
"C2999350","OK","204","Actualizado"
"C79962393","OK","204","Actualizado"
"C832000283","OK","204","Actualizado"
"C860002503","OK","204","Actualizado"
"C93116483","OK","204","Actualizado"
"C900213617","OK","204","Actualizado"
"C800069695","OK","204","Actualizado"
"C35261931","OK","204","Actualizado"
"C1053809237","OK","204","Actualizado"
"C1122123930","OK","204","Actualizado"
"C1121831332","OK","204","Actualizado"
"C1121878090","OK","204","Actualizado"
"C41784995","OK","204","Actualizado"
"C479923","OK","204","Actualizado"
"C86086666","OK","204","Actualizado"
"C51851285","OK","204","Actualizado"
"C9432404","OK","204","Actualizado"
"C1121847207","OK","204","Actualizado"
"C1110481357","OK","204","Actualizado"
"C79653241","OK","204","Actualizado"
"C52744249","OK","204","Actualizado"
"C43283513","OK","204","Actualizado"
"C40389506","OK","204","Actualizado"
"C86035013","OK","204","Actualizado"
"C80523323","OK","204","Actualizado"
"C1110177440","OK","204","Actualizado"
"C1020788632","OK","204","Actualizado"
"C23467244","OK","204","Actualizado"
"C46353300","OK","204","Actualizado"
"C1006737510","OK","204","Actualizado"
"C1118563895","OK","204","Actualizado"
"C1121845790","OK","204","Actualizado"
"C1121862470","OK","204","Actualizado"
"C9653499","OK","204","Actualizado"
"C52006692","OK","204","Actualizado"
"C17337904","OK","204","Actualizado"
"C63461354","OK","204","Actualizado"
"C41430484","OK","204","Actualizado"
"C1121825919","OK","204","Actualizado"
"C35415077","OK","204","Actualizado"
"C1121925148","OK","204","Actualizado"
"C20430253","OK","204","Actualizado"
"C1121929214","OK","204","Actualizado"
"C1120363148","OK","204","Actualizado"
"C51773409","OK","204","Actualizado"
"C1121935120","OK","204","Actualizado"
"C1121839009","OK","204","Actualizado"
"C1121829677","OK","204","Actualizado"
"C28721822","OK","204","Actualizado"
"C40326297","OK","204","Actualizado"
"C31246984","OK","204","Actualizado"
"C4171737","OK","204","Actualizado"
"C21233327","OK","204","Actualizado"
"C16362853","OK","204","Actualizado"
"C30081399","OK","204","Actualizado"
"C21238589","OK","204","Actualizado"
"C40381857","OK","204","Actualizado"
"C86070019","OK","204","Actualizado"
"C40219201","OK","204","Actualizado"
"C40368830","OK","204","Actualizado"
"C41243869","OK","204","Actualizado"
"C52057461","OK","204","Actualizado"
"C1120558109","OK","204","Actualizado"
"C3142367","OK","204","Actualizado"
"C1116547336","OK","204","Actualizado"
"C40396506","OK","204","Actualizado"
"C1121849710","OK","204","Actualizado"
"C1081152776","OK","204","Actualizado"
"C51712592","OK","204","Actualizado"
"C51723499","OK","204","Actualizado"
"C52171885","OK","204","Actualizado"
"C30046654","OK","204","Actualizado"
"C51771566","OK","204","Actualizado"
"C1069898633","OK","204","Actualizado"
"C30030932","OK","204","Actualizado"
"C30001545","OK","204","Actualizado"
"C1121859581","OK","204","Actualizado"
"C52918153","OK","204","Actualizado"
"C52859823","OK","204","Actualizado"
"C1122125317","OK","204","Actualizado"
"C1121862524","OK","204","Actualizado"
"C1022980731","OK","204","Actualizado"
"C65696180","OK","204","Actualizado"
"C10528269","OK","204","Actualizado"
"C51916522","OK","204","Actualizado"
"C21201230","OK","204","Actualizado"
"C21226733","OK","204","Actualizado"
"C1120378970","OK","204","Actualizado"
"C51761226","OK","204","Actualizado"
"C51973581","OK","204","Actualizado"
"C51657019","OK","204","Actualizado"
"C40390458","OK","204","Actualizado"
"C52338103","OK","204","Actualizado"
"C39729088","OK","204","Actualizado"
"C27893192","OK","204","Actualizado"
"C1124217216","OK","204","Actualizado"
"C1017173011","OK","204","Actualizado"
"C1123088031","OK","204","Actualizado"
"C1118538057","OK","204","Actualizado"
"C21176709","OK","204","Actualizado"
"C52131812","OK","204","Actualizado"
"C21190622","OK","204","Actualizado"
"C1032409179","OK","204","Actualizado"
"C52232074","OK","204","Actualizado"
"C40332873","OK","204","Actualizado"
"C40391251","OK","204","Actualizado"
"C1121821936","OK","204","Actualizado"
"C1147956961","OK","204","Actualizado"
"C52488807","OK","204","Actualizado"
"C52155993","OK","204","Actualizado"
"C52393579","OK","204","Actualizado"
"C19171408","OK","204","Actualizado"
"C52436503","OK","204","Actualizado"
"C46351901","OK","204","Actualizado"
"C40399301","OK","204","Actualizado"
"C52508148","OK","204","Actualizado"
"C51639542","OK","204","Actualizado"
"C1119890755","OK","204","Actualizado"
"C79349382","OK","204","Actualizado"
"C1032371636","OK","204","Actualizado"
"C86012029","OK","204","Actualizado"
"C1116042912","OK","204","Actualizado"
"C10064980","OK","204","Actualizado"
"C2860758","OK","204","Actualizado"
"C5925067","OK","204","Actualizado"
"C79600223","OK","204","Actualizado"
"C1006877568","OK","204","Actualizado"
"C63334239","OK","204","Actualizado"
"C1007294971","OK","204","Actualizado"
"C52692337","OK","204","Actualizado"
"C1110087807","OK","204","Actualizado"
